transport_,new_source,new_destination
iterator_v2: 725,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.partners_looks_chain_v2
iterator_v2: 359,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.webuser_info_v2
iterator_v2: 1132,vertica_writer.transfers.transfer_billing_details,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 709,vertica_writer.intranet.ostrovok_users_history,vertica_writer.dm_maker_sandbox.agent_team_history_v2
iterator_v2: 405,vertica_writer.analytics.otahotel,vertica_writer.analytics.meta_costs
iterator_v2: 28,vertica_writer.payota.user_credit_card,vertica_writer.analytics.booking_process
iterator_v2: 41,vertica_writer.analytics.sessions,vertica_writer.media.sessions_intentmedia
iterator_v1: 105,vertica_writer.analytics.hit_funnel,vertica_writer.media.sessions_intentmedia
iterator_v2: 1144,vertica_writer.actualize.booking_repeat_user,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 389,vertica_writer.mobile.facebook_reports,vertica_writer.analytics.facebook_cost_per_session
iterator_v2: 353,vertica_writer.weblogs2.hit_funnel_rate,vertica_writer.dm_maker_sandbox.webuser_info
iterator_v2: 654,vertica_writer.ostrota.orders_orderhotcorerate,vertica_writer.dm_maker_sandbox.booking_base
iterator_v2: 797,vertica_writer.partners.stat_orderitem,vertica_writer.dm_maker_sandbox.payota_data_v7
iterator_v2: 1127,vertica_writer.diadmin.marketing_costsource2channel,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 972,vertica_writer.analytics.calendar,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel
iterator_v2: 1383,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.session_multichannel_v6
iterator_v2: 468,vertica_writer.content.otachain_owner,vertica_writer.analytics.bar_prices
iterator_v2: 1102,vertica_writer.partners.b2b_b2bpartnershiprequest,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 533,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.inventory_score_on_metarates
iterator_v2: 313,vertica_writer.metasearch.report_tripadvisor_click_cost_daily,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1231,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 315,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.booking_channels_not_paid_locale
iterator_v2: 608,vertica_writer.analytics.dc_requests_issued,vertica_writer.dm_maker_sandbox.dc_requests_issued
iterator_v2: 1139,vertica_writer.globaluser.globaluser_profile_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 445,vertica_writer.public.region2geo,vertica_writer.analytics.potential_visa_metrics
iterator_v2: 1167,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v6
iterator_v2: 1034,vertica_writer.hotcore.request_ods,vertica_writer.dm_maker_sandbox.extranet_availability_metric_v3
iterator_v2: 912,vertica_writer.public.booking_history,vertica_writer.dm_maker_sandbox.order_base_history_info_v2
iterator_v2: 1203,vertica_writer.analytics.hotel,vertica_writer.analytics.stat_crm_hotel_priority_data
iterator_v2: 813,vertica_writer.crm.confirmation2_history,vertica_writer.dm_maker_sandbox.ops_costs_incident_prevention_action_log
iterator_v2: 477,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.blog_sessions
iterator_v2: 335,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.google_uac_v1
iterator_v2: 591,vertica_writer.static.booking_channel_source,vertica_writer.dm_maker_sandbox.booking_channels_v4
iterator_v2: 92,vertica_writer.payota.payment_log,vertica_writer.analytics_sandbox.failed_orderitem_20190411
iterator_v2: 976,vertica_writer.public.orderlog,vertica_writer.dm_maker_sandbox.supplier_why_not_selling
iterator_v2: 1402,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.kpis_revenue_multichannel_v2
iterator_v2: 1594,vertica_writer.hotcore.serp_hp_match,vertica_writer.dm_maker_sandbox.serp_analytics_mart_v3
iterator_v2: 946,vertica_writer.dimensions.session_channel_level,vertica_writer.analytics.cost_marketing
iterator_v2: 367,vertica_writer.analytics.sessions,vertica_writer.analytics.webuser_info
iterator_v2: 843,vertica_writer.hotcore.request_partner,vertica_writer.dm_maker_sandbox.b2b_api_hotel_page_request
iterator_v2: 1248,vertica_writer.analytics.hotel,vertica_writer.dm_maker_sandbox.cancellation_model_order_features
iterator_v2: 1011,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.b2b_market_dashboard_v2
iterator_v2: 1224,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 1169,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v6
iterator_v2: 1150,vertica_writer.crm.partners_partnercontract,vertica_writer.analytics.b2b_partner
iterator_v2: 910,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.b2b_kind_self_calculations
iterator_v2: 1489,vertica_writer.hotcore.hotel_bans_feeds_group,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 1649,vertica_writer.weblogs2.sessions_tags_v2,vertica_writer.dm_maker_sandbox.sessions_overwrite_last_paid
iterator_v2: 1349,vertica_writer.analytics.hotel,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v2
iterator_v2: 888,vertica_writer.analytics.currency_history,vertica_writer.analytics.cost_marketing
iterator_v2: 771,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.order_descriptive_attributes
iterator_v1: 113,vertica_writer.analytics.currency_converter,vertica_writer.fortemp.test_agg
iterator_v1: 21,vertica_writer.public.session_v2,vertica_writer.analytics.cpc_cost
iterator_v2: 1104,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.hotelpage_show_dashboard_data
iterator_v2: 1009,vertica_writer.partners.partners_etglegalentity,vertica_writer.dm_maker_sandbox.b2b_market_dashboard
iterator_v2: 1401,vertica_writer.crm.supply_supply,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts
iterator_v2: 443,vertica_writer.partners.partners_profile,vertica_writer.dm_maker_sandbox.potential_visa_metrics
iterator_v2: 534,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.hotelpage_show_dashboard_v2
iterator_v2: 819,vertica_writer.diadmin.operations_agentcost,vertica_writer.dm_maker_sandbox.ops_costs_incident_prevention_employee_data
iterator_v2: 1264,vertica_writer.static.geo_info,vertica_writer.dm_maker_sandbox.b2b_market_dashboard_v4
iterator_v2: 1151,vertica_writer.analytics.se,vertica_writer.dm_maker_sandbox.search_destination_v3
iterator_v2: 331,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 457,vertica_writer.content.otachain_owner,vertica_writer.dm_maker_sandbox.bar_price_difference
iterator_v2: 917,vertica_writer.analytics.hit_funnel,vertica_writer.analytics.b2b_sales_manager_desktop
iterator_v2: 1250,vertica_writer.analytics.dc_errors,vertica_writer.dm_maker_sandbox.dc_query_requests
iterator_v2: 923,vertica_writer.media.ctz_revenue_sessions,vertica_writer.analytics.session_adunit
iterator_v2: 1277,vertica_writer.public.booking_history,vertica_writer.dm_maker_sandbox.cancellation_model_partner_features
iterator_v2: 461,vertica_writer.public.region,vertica_writer.analytics.b2b_partner_portrait
iterator_v2: 892,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.order_session
iterator_v2: 1251,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v13
iterator_v2: 216,vertica_writer.metasearch.reports_tripadvisor_mbl_daily,vertica_writer.dm_maker_sandbox.metasearch_costs_old
iterator_v2: 687,vertica_writer.payota.payment_log,vertica_writer.dm_maker_sandbox.payota_data
iterator_v2: 1494,vertica_writer.static.geo,vertica_writer.dm_maker_sandbox.market_dashboard
vertica_instruction: 1915,crm.public.profile_pool,vertica_writer.crm.profile_pool
vertica_instruction: 1626,partners.public.corp_traveller,vertica_writer.partners.corp_traveller
vertica_instruction: 823,stat_rep.public.booking_cancellation_history,vertica_writer.public.booking_cancellation_versions_history
vertica_instruction: 1812,crm.public.partners_partnerapiintegrationproperty,vertica_writer.crm.partners_partnerapiintegrationproperty
vertica_instruction: 1545,repl.public.promocode_promocampaigntype,vertica_writer.ostrota.promocode_promocampaigntype
vertica_instruction: 1621,partners.public.order_transferorderitem,vertica_writer.partners.order_transferorderitem
vertica_instruction: 1649,redmine.public.versions,vertica_writer.redmine.versions
vertica_instruction: 1444,repl.public.reconcile_reconcileorderitemlogentry,vertica_writer.ostrota.reconcile_reconcileorderitemlogentry
vertica_instruction: 1193,accota.public.api_company,vertica_writer.accota.api_company
vertica_instruction: 1576,stat_rep.ostrota.orders_orderhotcorerate,vertica_writer.actualize.sat_order_commission_static
vertica_instruction: 881,stat_rep.payota.payment,vertica_writer.public.paymentlog
vertica_instruction: 1278,partners.public.reversion_revision,vertica_writer.partners.reversion_revision
vertica_instruction: 1570,partners.public.partners_contract,vertica_writer.partners.partners_contract_research
vertica_instruction: 1680,partners.public.rail_bookinglayover,vertica_writer.partners.rail_bookinglayover
vertica_instruction: 1920,content.public.geo_region,vertica_writer.content.geo_region
vertica_instruction: 1429,stat_rep.etl.kafka_scheduler_log,vertica_writer.etl.kafka_scheduler_log
vertica_instruction: 1144,stat_rep.public.booking_channels,vertica_writer.public.booking_channels_history_source
vertica_instruction: 1084,content.public.content_otahotelreviews,vertica_writer.content.content_otahotelreviews
vertica_instruction: 839,stat_rep.metasearch.reports_kayak_ostrovok_daily,vertica_writer.metasearch.reports_kayak_ostrovok_daily
vertica_instruction: 1880,railwaycore.public.railway_contractrule,vertica_writer.railwaycore.railway_contractrule
vertica_instruction: 1394,aws_asterisk.public.dids,vertica_writer.asterisk.phonebook
vertica_instruction: 964,repl.public.partners_orderpartnerdata,vertica_writer.ostrota.partners_orderpartnerdata_pixels
vertica_instruction: 1810,crm.public.clients_client,vertica_writer.crm.clients_client
vertica_instruction: 1737,crm.public.tickets_ticket,vertica_writer.crm.tickets_ticket
vertica_instruction: 1206,repl.public.common_orderstatusinconsistence,vertica_writer.ostrota.common_orderstatusinconsistence
vertica_instruction: 1963,repl.public.orders_orderhotcorerate,vertica_writer.analytics_sandbox.orders_orderhotcorerate_numeric_20230324
vertica_instruction: 1080,content.public.content_otahoteltadetailedrating,vertica_writer.content.content_otahoteltadetailedrating
vertica_instruction: 263,stat_rep.globaluser.globaluser_version_history,vertica_writer.globaluser.globaluser_webuser
vertica_instruction: 1236,partners.public.payment_payotapaymentorderlog,vertica_writer.partners.payment_payotapaymentorderlog
vertica_instruction: 1085,stat_rep.content.hotel_content,vertica_writer.content.hotel_content
vertica_instruction: 887,repl.public.anti_fraud_antifraudorderitemresult,vertica_writer.ostrota.anti_fraud_antifraudorderitemresult
vertica_instruction: 1917,sqleditor.public.sqleditor_scheduler_log,vertica_writer.sqleditor.sqleditor_scheduler_log
vertica_instruction: 1929,intranet.public.users_location,vertica_writer.intranet.users_location
vertica_instruction: 1436,stat_rep.public.booking,vertica_writer.public.booking_channels_pos_history
vertica_instruction: 1945,diadmin.public.partners_tier2order,vertica_writer.diadmin.partners_tier2order
vertica_instruction: 1564,content.public.importer_ng_importersession,vertica_writer.content.importer_ng_importersession
vertica_instruction: 1944,diadmin.public.partners_ordertype,vertica_writer.diadmin.partners_ordertype
vertica_instruction: 1413,repl.public.fidelity_fidelitysegmentaccount,vertica_writer.ostrota.fidelity_fidelitysegmentaccount
vertica_instruction: 1998,extranet_replica.public.legal_ourcompany,vertica_writer.extranet.legal_ourcompany
vertica_instruction: 1993,partners.public.corp_travellergroup,vertica_writer.partners.corp_travellergroup
vertica_instruction: 45,repl.public.mail_mailhookopened,vertica_writer.ostrota.mail_mailhookopened
vertica_instruction: 1076,stat_rep.crm.call_evaluation_history,vertica_writer.crm.call_evaluation
vertica_instruction: 1449,extranet_replica.public.hotels_mealplan,vertica_writer.extranet.hotels_mealplan
vertica_instruction: 1623,partners.public.corp_costcenter,vertica_writer.partners.corp_costcenter
vertica_instruction: 1725,billing.public.billing_invoice,vertica_writer.billing.billing_invoice
vertica_instruction: 1235,partners.public.payment_manualpaymentorder,vertica_writer.partners.payment_manualpaymentorder
vertica_instruction: 1871,stat_rep.etl.vertica_aggregate_queue_state,vertica_writer.etl.vertica_aggregate_queue_state
vertica_instruction: 1569,repl.public.orders_order,vertica_writer.fortemp.__orders_order_20200812
vertica_instruction: 215,stat_rep.ppc.google_account,vertica_writer.ppc.google_account
vertica_instruction: 808,stat_rep.mobile.mytarget_campaign_reports,vertica_writer.mobile.mytarget_campaign_reports
vertica_instruction: 1753,crm.public.partners_partneragencychain,vertica_writer.crm.partners_partneragencychain
vertica_instruction: 1618,diadmin.public.tpp_payment,vertica_writer.diadmin.tpp_payment
vertica_instruction: 1960,stat_rep.dataportal.metadata_column_role,vertica_writer.dataportal.metadata_column_role
vertica_instruction: 1417,stat_rep.olap.cost_type_tree,vertica_writer.olap.cost_type_tree
vertica_instruction: 153,stat_rep.metasearch.reports_trivago_happyrooms_daily,vertica_writer.metasearch.reports_trivago_happyrooms_daily
vertica_instruction: 1062,repl.public.orders_booklog,vertica_writer.ostrota.orders_booklog
vertica_instruction: 862,stat_rep.google_spreadsheet.operations_department_performance__odp__vip_support,vertica_writer.google_spreadsheet.operations_department_performance__odp__vip_support
vertica_instruction: 1242,partners.public.payment_payotapaymentorder,vertica_writer.partners.payment_payotapaymentorder
vertica_instruction: 927,stat_rep.calc.calc_progress,vertica_writer.ppc.google_ad_stat
vertica_instruction: 50,repl.public.mail_subscriptionlog,vertica_writer.ostrota.mail_subscriptionlog
vertica_instruction: 1420,extranet_replica.public.hotels_roomallotmentplan,vertica_writer.extranet.hotels_roomallotmentplan
vertica_instruction: 1794,crm.public.orders_accommodation,vertica_writer.crm.orders_accommodation
vertica_instruction: 1210,stat_rep.weblogs2.sessions_openstat,vertica_writer.weblogs2.sessions_openstat
vertica_instruction: 1139,stat_rep.cst.cost_of_month,vertica_writer.cost.cost_of_month
vertica_instruction: 1114,repl.public.credit_card_vault_usercreditcardrel,vertica_writer.ostrota.credit_card_vault_usercreditcardrel
vertica_instruction: 275,stat_rep.criteo.campaigns,vertica_writer.criteo.campaigns
vertica_instruction: 790,stat_rep.weblogs2.hc_webuser,vertica_writer.weblogs2.hc_webuser
vertica_instruction: 1485,stat_rep.public.booking,vertica_writer.analytics_sandbox.booking_channels__20191230
vertica_instruction: 1691,stat_rep.public.booking_channels_smeared,vertica_writer.analytics_sandbox.booking_channels_smeared_history__20210830
vertica_instruction: 1642,redmine.public.attachments,vertica_writer.redmine.attachments
vertica_instruction: 1779,crm.public.chats_chatmessage,vertica_writer.crm.chats_chatmessage
vertica_instruction: 1230,stat_rep.ostrota.orders_orderitem,vertica_writer.ostrota.oi_fields_tmp
vertica_instruction: 1637,redmine.public.custom_values,vertica_writer.redmine.custom_values
vertica_instruction: 869,stat_rep.google_spreadsheet.operations_department_performance__odp__inbound_evening,vertica_writer.google_spreadsheet.operations_department_performance__odp__inbound_evening
vertica_instruction: 1850,aviacore.public.avia_money_operation,vertica_writer.avia.avia_money_operation
vertica_instruction: 1864,diadmin.public.monitoring_project,vertica_writer.diadmin.monitoring_project
vertica_instruction: 1747,crm.public.markets_market,vertica_writer.crm.markets_market
vertica_instruction: 7,stat_rep.public.partner,vertica_writer.public.partner
vertica_instruction: 270,stat_rep.metasearch.reports_tripadvisor_auction_overview_daily,vertica_writer.metasearch.reports_tripadvisor_auction_overview_daily
vertica_instruction: 1918,tableau.public.historical_events,vertica_writer.tableau.historical_events
vertica_instruction: 1869,stat_rep.weblogs2.hit_funnel_short,vertica_writer.analytics_sandbox.analytics_hit_funnel_20220501
vertica_instruction: 1142,stat_rep.google_spreadsheet.fail________________qa_2016,vertica_writer.google_spreadsheet.fail
vertica_instruction: 1650,redmine.public.queries,vertica_writer.redmine.queries
vertica_instruction: 217,stat_rep.ppc.yandex_banner,vertica_writer.ppc.yandex_banner
