transport_,new_source,new_destination
iterator_v1: 93,vertica_writer.analytics.sessions,vertica_writer.analytics.b2c_markup
iterator_v2: 1282,vertica_writer.analytics.upsell,vertica_writer.dm_maker_sandbox.session_multichannel_v4
iterator_v2: 203,vertica_writer.public.session_yield_v2,vertica_writer.dm_maker_sandbox.media_yield
iterator_v2: 585,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.session_adunit
iterator_v2: 895,vertica_writer.partners.order_carorderitem,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop
iterator_v2: 240,vertica_writer.ppc.google_ad,vertica_writer.dm_maker_sandbox.sem_type_v3
iterator_v2: 486,vertica_writer.ostrota.fidelity_fidelityaccount,vertica_writer.dm_maker_sandbox.fidelitytransaction_booking
iterator_v2: 575,vertica_writer.dm_maker_sandbox.session_channel_level,vertica_writer.dm_maker_sandbox.session_channel_level
iterator_v2: 576,vertica_writer.public.booking_channels_smeared_history,vertica_writer.dm_maker_sandbox.booking_channels_v2
iterator_v2: 1374,vertica_writer.analytics.currency_history,vertica_writer.analytics.cost_marketing
iterator_v2: 36,vertica_writer.analytics.sessions,vertica_writer.analytics.kpis_cpc_costs
iterator_v2: 1590,vertica_writer.asterisk.dids,vertica_writer.dm_maker_sandbox.opscost_attribution_entities
iterator_v2: 1571,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.transfer_order_v2
iterator_v2: 1650,vertica_writer.extranet.hotels_roomcategory,vertica_writer.dm_maker_sandbox.apart_fraud_RnA
iterator_v2: 44,vertica_writer.analytics.kpis_sessions,vertica_writer.analytics.kpis_attribution
iterator_v1: 79,vertica_writer.public.booking,vertica_writer.analytics.booking_process
iterator_v2: 1107,vertica_writer.analytics.direct_acquisition_prioritizat,vertica_writer.analytics.stat_crm_hotel_priority_data
iterator_v2: 1193,vertica_writer.analytics.region,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_
iterator_v2: 1310,vertica_writer.google_spreadsheet.last_import_alerts_control,vertica_writer.dm_maker_sandbox.new_hotels_report_v3
iterator_v2: 1133,vertica_writer.dataportal.metadata_table_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 872,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.search_destination
iterator_v2: 1243,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.blog_article_economics_v1
iterator_v2: 1094,vertica_writer.analytics.supplierd_supply_request_daily,vertica_writer.dm_maker_sandbox.availability_by_bw_los_and_feed
iterator_v2: 874,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.search_destination
iterator_v2: 254,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.test_iter
iterator_v2: 1492,vertica_writer.hotcore.hotel_bans_partner_contract_slugs,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 863,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.search_destination
iterator_v2: 859,vertica_writer.public.b2b_contract_source,vertica_writer.dm_maker_sandbox.b2b_contracts
iterator_v2: 1215,vertica_writer.hotcore.request_ods,vertica_writer.dm_maker_sandbox.b2b_api_l2b_v2
iterator_v2: 147,vertica_writer.public.session_v2,vertica_writer.dm_maker_sandbox.mytarget_cost_per_session
iterator_v2: 1316,vertica_writer.content.content_snapshot_history,vertica_writer.dm_maker_sandbox.direct_acquisition_prioritization_snapshot_v3
iterator_v2: 50,vertica_writer.analytics.kpis_sessions,vertica_writer.dimensions.session_channel
iterator_v2: 1346,vertica_writer.google_spreadsheet.supply_priority_tool_priority_tool_partners_data,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v2
iterator_v2: 1470,vertica_writer.asterisk.brands,vertica_writer.dm_maker_sandbox.opscost_front_calls
iterator_v2: 1497,vertica_writer.ostrota.orders_orderhotcorerate_raw,vertica_writer.dm_maker_sandbox.rate_payment_types
iterator_v2: 783,vertica_writer.weblogs.webusers_is_office,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v5
iterator_v2: 1416,vertica_writer.ostrota.fidelity_fidelitytransaction,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v11
iterator_v2: 560,vertica_writer.public.booking_channels_normal_history,vertica_writer.dm_maker_sandbox.booking_channels
iterator_v2: 999,vertica_writer.avia.avia_order,vertica_writer.analytics.b2b_partner_credit_risk
iterator_v2: 1108,vertica_writer.public.booking,vertica_writer.analytics.attribution_order_hotel_channels
iterator_v2: 113,vertica_writer.partners.stat_orderitem,vertica_writer.dm_maker_sandbox.b2b_booking
iterator_v2: 1560,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 604,vertica_writer.attribution.sessions_overwrite,vertica_writer.dm_maker_sandbox.booking_channels_v5
iterator_v2: 1185,vertica_writer.avia.avia_booking,vertica_writer.dm_maker_sandbox.b2b_partner_credit_risk_v2
iterator_v2: 736,vertica_writer.public.region2geo,vertica_writer.dm_maker_sandbox.new_visa_suspicious
iterator_v2: 528,vertica_writer.content.content_snapshot,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 1464,vertica_writer.ostrota.orders_orderitem,vertica_writer.dm_maker_sandbox.tpp_balance_order_base
iterator_v2: 1294,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.overpay_too_many_cards
iterator_v2: 631,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.booking_channels_v6
iterator_v2: 1416,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v11
iterator_v2: 915,vertica_writer.analytics.b2b_partner,vertica_writer.dm_maker_sandbox.b2b_kind_calc
iterator_v2: 1629,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.sessions_overwrite_domain_test
iterator_v2: 1490,vertica_writer.hotcore.hotel_bans_los_series,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 1257,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.session_multichannel_v3
iterator_v2: 1549,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.hotel_data_crm_new
iterator_v2: 955,vertica_writer.hotcore.suppliers_connection_history,vertica_writer.dm_maker_sandbox.tpp_feed_status_
iterator_v2: 1279,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v2
iterator_v2: 829,vertica_writer.diadmin.operations_agentcost,vertica_writer.dm_maker_sandbox.ops_costs_front_office_employee_data
iterator_v2: 748,vertica_writer.diadmin.marketing_mediacampaign,vertica_writer.dm_maker_sandbox.sessions_other_media_test
iterator_v2: 1567,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.search_destination_v4
iterator_v2: 285,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 331,vertica_writer.metasearch.taxation,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 640,vertica_writer.analytics.currency_history,vertica_writer.analytics.cost_cpc
iterator_v2: 1246,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.blog_article_economics_v2
iterator_v2: 1269,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop_v2
iterator_v2: 1416,vertica_writer.ostrota.fidelity_fidelityaccounttype,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v11
iterator_v2: 1442,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.order_market1
iterator_v2: 1613,vertica_writer.weblogs2.hc_displays,vertica_writer.dm_maker_sandbox.serp_df
iterator_v2: 1482,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.incidents_prototype_table
iterator_v2: 1585,vertica_writer.analytics.discrepancy_hunter,vertica_writer.analytics.discrepancy_tool
iterator_v2: 1511,vertica_writer.dm_maker_sandbox.supplier_feed_why_not_selling_v1,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 81,vertica_writer.public.region,vertica_writer.attribution.booking_channels_not_paid
iterator_v2: 973,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel
iterator_v2: 1261,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.b2b_product_metrics_dashboard_empty
iterator_v2: 923,vertica_writer.analytics.hit_funnel,vertica_writer.analytics.session_adunit
iterator_v2: 566,vertica_writer.olap.brand_name,vertica_writer.olap.session_after20170101
iterator_v2: 641,vertica_writer.media.report_clicktripz_daily,vertica_writer.dm_maker_sandbox.sessions_clicktripz
iterator_v2: 1514,vertica_writer.hotcore.hotel_bans_feeds_group,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds_dashboard
iterator_v2: 759,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.l2b_partner_hotel
iterator_v2: 1174,vertica_writer.analytics.otahotel,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v3
iterator_v2: 879,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop
iterator_v2: 367,vertica_writer.analytics.currency_history,vertica_writer.analytics.webuser_info
iterator_v2: 576,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.booking_channels_v2
iterator_v2: 359,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.webuser_info_v2
iterator_v2: 1405,vertica_writer.content.content_otahotel_attribute,vertica_writer.dm_maker_sandbox.customisation_metrics_dynamics
iterator_v2: 1158,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_antifraud_tool
iterator_v2: 1392,vertica_writer.crm.tickets_ticket,vertica_writer.analytics.crm_generate_tickets
iterator_v2: 825,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_action_log
iterator_v2: 1144,vertica_writer.analytics.calendar,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 779,vertica_writer.ostrota.accounts_sessionid,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v3
iterator_v2: 696,vertica_writer.etl.ticker_calendar_hour,vertica_writer.dm_maker_sandbox.web_analytics_monitoring_domain_uid_v2
iterator_v2: 1601,vertica_writer.partners.partners_profile,vertica_writer.dm_maker_sandbox.search_destination_v5
iterator_v2: 1374,vertica_writer.diadmin.marketing_costtype,vertica_writer.analytics.cost_marketing
iterator_v2: 211,vertica_writer.content.hotels2_otaimagecategory,vertica_writer.dm_maker_sandbox.hotel_gallery
iterator_v2: 719,vertica_writer.public.JsonQuery,vertica_writer.dm_maker_sandbox.bce_hit_funnel
iterator_v2: 842,vertica_writer.partners.order_upsellorderitem,vertica_writer.dm_maker_sandbox.b2b_partner_credit_risk
iterator_v2: 1550,vertica_writer.content.content_snapshot_history,vertica_writer.analytics.stat_crm_hotel_aggregated_data
iterator_v2: 429,vertica_writer.public.booking,vertica_writer.actualize.linkedid2booking
iterator_v2: 1440,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.order_market
iterator_v2: 769,vertica_writer.metasearch.reports_trivago_performance_integrity_check_daily,vertica_writer.analytics.cost_cpc
iterator_v2: 831,vertica_writer.asterisk.cdr_channels,vertica_writer.dm_maker_sandbox.ops_costs_front_office_action_log
iterator_v2: 309,vertica_writer.analytics.currency_history,vertica_writer.actualize.payment_b2c
iterator_v2: 771,vertica_writer.ostrota.fidelity_fidelitytransaction,vertica_writer.dm_maker_sandbox.order_descriptive_attributes
iterator_v2: 1244,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 597,vertica_writer.static.brand_name,vertica_writer.dm_maker_sandbox.booking_channels_v4
iterator_v2: 1289,vertica_writer.partners.partners_contractdata,vertica_writer.dm_maker_sandbox.antifraud_too_many_cards
iterator_v2: 894,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_aht,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_final
iterator_v2: 486,vertica_writer.ostrota.fidelity_fidelitytransaction,vertica_writer.dm_maker_sandbox.fidelitytransaction_booking
iterator_v2: 1365,vertica_writer.analytics.hotel,vertica_writer.analytics.stat_crm_hotel_priority_data
iterator_v2: 1463,vertica_writer.ostrota.auth_user,vertica_writer.analytics.fraudulent_order_detailed
iterator_v2: 1056,vertica_writer.diadmin.marketing_costtype,vertica_writer.analytics.cost_marketing
iterator_v2: 970,vertica_writer.intranet.ostrovok_users,vertica_writer.rnd.source_incidents_tpp
iterator_v2: 914,vertica_writer.partners.stat_orderitem,vertica_writer.dm_maker_sandbox.b2b_kind_self_calculations
iterator_v2: 634,vertica_writer.attribution.sessions_overwrite,vertica_writer.analytics.attribution_order_hotel_channels
iterator_v2: 1128,vertica_writer.extranet.hotels_booking,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1593,vertica_writer.crm.mail_conversation_mailconversation,vertica_writer.dm_maker_sandbox.opscost_attribution_entities
iterator_v2: 1188,vertica_writer.analytics.discrepancy_hunter,vertica_writer.dm_maker_sandbox.discrepancy_tool_v6
iterator_v2: 1571,vertica_writer.transfers.transfer_order,vertica_writer.dm_maker_sandbox.transfer_order_v2
iterator_v2: 1514,vertica_writer.hotcore.hotel_bans_booking_windows,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds_dashboard
iterator_v2: 505,vertica_writer.media.report_clicktripz_daily,vertica_writer.dm_maker_sandbox.ctz_session_test
iterator_v2: 875,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.search_destination
iterator_v2: 1456,vertica_writer.extranet.hotels_rateallotmentplan,vertica_writer.dm_maker_sandbox.extranet_rates_data_aggregated_snapshot_v4
iterator_v2: 1215,vertica_writer.crm.partners_partnercontract,vertica_writer.dm_maker_sandbox.b2b_api_l2b_v2
iterator_v2: 908,vertica_writer.hotcore.source_tags_parsed,vertica_writer.dm_maker_sandbox.extranet_availability_metric
iterator_v2: 1199,vertica_writer.hotcore.request_ods,vertica_writer.dm_maker_sandbox.b2b_api_requests_for_ab_v2
iterator_v2: 223,vertica_writer.ppc.google_ad,vertica_writer.dm_maker_sandbox.sem_type_v1
iterator_v2: 602,vertica_writer.media.sessions_intentmedia,vertica_writer.analytics.session_yield
iterator_v2: 1514,vertica_writer.hotcore.hotel_bans_otahotels,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds_dashboard
iterator_v2: 229,vertica_writer.accota.api_currency,vertica_writer.dm_maker_sandbox.affota_order
iterator_v2: 927,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.rb_test_differ_1
iterator_v2: 743,vertica_writer.analytics.cost_cpa,vertica_writer.dm_maker_sandbox.session_multichannel
iterator_v2: 1160,vertica_writer.partners.b2b_b2bpartnershiprequest,vertica_writer.analytics.b2b_partnership_request_activation
iterator_v2: 1040,vertica_writer.hotcore.request_source,vertica_writer.analytics.extranet_availability_metric
iterator_v2: 1224,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 1253,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.blog_article_economics_v2
iterator_v2: 1394,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.session_multichannel_v7
iterator_v2: 104,vertica_writer.ostrota.anti_fraud_antifraudorderitemresult,vertica_writer.dm_maker_sandbox.users_bookings
iterator_v2: 1291,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.antifraud_too_many_cards
iterator_v2: 870,vertica_writer.analytics.calendar,vertica_writer.dm_maker_sandbox.search_destination
iterator_v2: 1572,vertica_writer.payota.payment,vertica_writer.dm_maker_sandbox.transfer_order_payment
iterator_v2: 358,vertica_writer.weblogs2.hit_funnel_rate,vertica_writer.dm_maker_sandbox.webuser_info_v2
iterator_v2: 1456,vertica_writer.extranet.hotels_rateplan_room_categories,vertica_writer.dm_maker_sandbox.extranet_rates_data_aggregated_snapshot_v4
iterator_v2: 1368,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.order_session_2000
iterator_v2: 1389,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.session_multichannel_v7
iterator_v2: 245,vertica_writer.dm_maker_sandbox.booking_channels_normal,vertica_writer.dm_maker_sandbox.booking_channels_smeared_normal
iterator_v2: 174,vertica_writer.mobile.facebook_reports,vertica_writer.dm_maker_sandbox.facebook_cost_per_session_
iterator_v2: 230,vertica_writer.public.session_v2,vertica_writer.dm_maker_sandbox.booking_channels_normal
iterator_v2: 499,vertica_writer.ostrota.orders_orderitem,vertica_writer.actualize.booking_reconcile
iterator_v2: 857,vertica_writer.partners.stat_orderitem,vertica_writer.dm_maker_sandbox.b2b_sales_manager_desktop
iterator_v2: 1478,vertica_writer.intranet.team,vertica_writer.dm_maker_sandbox.etg_team_snapshot
iterator_v2: 1562,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 613,vertica_writer.static.booking_channel_source,vertica_writer.dm_maker_sandbox.booking_channels_v5
iterator_v2: 781,vertica_writer.weblogs.webusers_is_office,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v4
iterator_v2: 906,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.b2b_kind
iterator_v2: 1113,vertica_writer.static.office_ips,vertica_writer.dm_maker_sandbox.order_test_3
iterator_v2: 252,vertica_writer.dm_maker_sandbox.booking_channels_normal,vertica_writer.dm_maker_sandbox.booking_channels_not_paid_locale_normal
iterator_v2: 906,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.b2b_kind
iterator_v2: 432,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.amenity_agg
iterator_v2: 1635,vertica_writer.dm_maker_sandbox.apartment_occupancy_snapshot,vertica_writer.dm_maker_sandbox.apartment_occupancy_report
iterator_v2: 891,vertica_writer.partners.partners_profile,vertica_writer.dm_maker_sandbox.search_destination_v2
iterator_v2: 570,vertica_writer.logs.dzen_access_json,vertica_writer.dm_maker_sandbox.web_analytics_monitoring_http_v2
iterator_v1: 72,vertica_writer.analytics.hit_funnel,vertica_writer.hotcore.__discrepancy_hunter_agg
iterator_v2: 1420,vertica_writer.ostrota.fidelity_fidelityaccounttype,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v12
iterator_v2: 1237,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v12
iterator_v2: 992,vertica_writer.hotcore.source_tags_parsed,vertica_writer.dm_maker_sandbox.search_availability_funnel_v2
iterator_v2: 1151,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.search_destination_v3
iterator_v2: 180,vertica_writer.partners.payment_payotapaymentorder,vertica_writer.actualize.partners_ordergroup_payment
iterator_v2: 298,vertica_writer.analytics.order_item_taxes,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1061,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v3
iterator_v2: 1225,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 740,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.new_visa_suspicious
iterator_v2: 1559,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 1396,vertica_writer.public.booking,vertica_writer.analytics.session_yield
iterator_v2: 86,vertica_writer.cl.time,vertica_writer.asterisk.parsed_call_log
iterator_v2: 527,vertica_writer.weblogs2.hc_displays,vertica_writer.dm_maker_sandbox.analytics_serp
iterator_v2: 1437,vertica_writer.public.booking,vertica_writer.analytics.kpis_revenue_multichannel
iterator_v1: 48,vertica_writer.public.paymentlog,vertica_writer.analytics.product_bookings_v2
iterator_v2: 694,vertica_writer.rnd.fnb_predictions_history,vertica_writer.public.booking_cancellation
iterator_v2: 969,vertica_writer.analytics.agent_team_history,vertica_writer.analytics.incident_predictions_model
iterator_v2: 719,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.bce_hit_funnel
iterator_v2: 601,vertica_writer.media.sessions_doubleclick,vertica_writer.analytics.session_yield
iterator_v2: 644,vertica_writer.analytics.supplier_otahotel_pricing_history,vertica_writer.dm_maker_sandbox.inventory_dahsboard_data
iterator_v2: 1424,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.test_redir_del_me
iterator_v2: 662,vertica_writer.ostrota.orders_orderitem,vertica_writer.dm_maker_sandbox.booking_base_v2
iterator_v2: 450,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.bar_rates_coverage
iterator_v2: 337,vertica_writer.static.brand_name,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 576,vertica_writer.public.booking_channels_normal_history,vertica_writer.dm_maker_sandbox.booking_channels_v2
iterator_v2: 1595,vertica_writer.extranet.hotels_rateplan,vertica_writer.dm_maker_sandbox.extranet_availability_v2
iterator_v2: 1378,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.attribution_proportion_smearing_test2
iterator_v2: 914,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.b2b_kind_self_calculations
iterator_v2: 1345,vertica_writer.analytics.order_payment_b2c,vertica_writer.analytics.order_payment
iterator_v2: 224,vertica_writer.content.content_otahotel,vertica_writer.dm_maker_sandbox.metasearch_costs_v1
iterator_v2: 246,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.session_sem_type
iterator_v2: 1369,vertica_writer.dimensions.session_channel_level,vertica_writer.dm_maker_sandbox.order_session_2022
iterator_v2: 1131,vertica_writer.partners.b2b_b2bpartnershiprequest,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 281,vertica_writer.content.content_otahotel,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 710,vertica_writer.analytics.region,vertica_writer.analytics.booking_process
iterator_v2: 1001,vertica_writer.analytics.ota_users,vertica_writer.analytics.order_personal_client_data
iterator_v2: 1292,vertica_writer.analytics.ticket,vertica_writer.dm_maker_sandbox.too_many_cards_overpay
iterator_v2: 898,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop
iterator_v2: 973,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel
iterator_v2: 500,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.redir_clicktripz
iterator_v2: 332,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v1: 110,vertica_writer.hotcore.dapi_requests_rejected,vertica_writer.hotcore.dapi_request_rejected_agg
iterator_v2: 1367,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.order_session_2000
iterator_v2: 51,vertica_writer.dimensions.session_channel_type,vertica_writer.dimensions.session_channel_type
iterator_v2: 104,vertica_writer.cltv.nps_post_booking,vertica_writer.dm_maker_sandbox.users_bookings
iterator_v2: 98,vertica_writer.mojoapp.sql_query_log,vertica_writer.dm_maker_sandbox.table_last_usage
iterator_v2: 1195,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.attribution_order_hotel_channels_test
iterator_v2: 1279,vertica_writer.partners.partners_partner_segmentation_data,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v2
iterator_v2: 109,vertica_writer.analytics.dc_requests_issued,vertica_writer.dm_maker_sandbox.table_request
iterator_v2: 1118,vertica_writer.extranet.legal_contract,vertica_writer.dm_maker_sandbox.extranet_hotel_contract_tracker
iterator_v2: 396,vertica_writer.attribution.sessions_overwrite,vertica_writer.attribution.booking_channels
iterator_v2: 364,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.smearing_for_test3
iterator_v2: 1157,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.b2b_partnership_request_activation
iterator_v2: 906,vertica_writer.partners.stat_orderitem,vertica_writer.dm_maker_sandbox.b2b_kind
iterator_v2: 1489,vertica_writer.dm_maker_sandbox.supplier_feed_why_not_selling,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 761,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_action_log
iterator_v2: 1384,vertica_writer.analytics.rebook,vertica_writer.dm_maker_sandbox.session_multichannel_v6
iterator_v2: 1342,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.deposit_spent_days_snapshot
iterator_v2: 1556,vertica_writer.sqleditor.sqleditor_sending_config,vertica_writer.dm_maker_sandbox.data_quality_table_score
iterator_v2: 568,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.inventory_dahsboard_data
iterator_v2: 503,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.itm_session_test
iterator_v2: 882,vertica_writer.analytics.sessions,vertica_writer.analytics.cost_marketing
iterator_v2: 1422,vertica_writer.analytics.install_session,vertica_writer.analytics.install_session
iterator_v2: 1092,vertica_writer.analytics.region,vertica_writer.dm_maker_sandbox.cancellation_dashboard_net_bookings_daily_v100_utc
iterator_v2: 1399,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.kpis_revenue_multichannel_v1
iterator_v2: 1610,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.serp_df
iterator_v2: 1350,vertica_writer.dm_maker_sandbox.direct_acquisition_prioritization_snapshot_v4,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v22
iterator_v2: 283,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 394,vertica_writer.analytics.sessions,vertica_writer.analytics.google_uac
iterator_v2: 106,vertica_writer.analytics.sessions,vertica_writer.analytics.users_home_region
iterator_v2: 1195,vertica_writer.dimensions.session_channel_level,vertica_writer.dm_maker_sandbox.attribution_order_hotel_channels_test
iterator_v2: 1256,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_product_metrics_dashboard_br
iterator_v2: 954,vertica_writer.partners.partners_partner,vertica_writer.analytics.cost_marketing
iterator_v2: 1533,vertica_writer.public.region2geo,vertica_writer.dm_maker_sandbox.extranet_inventory_data
iterator_v2: 203,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.media_yield
iterator_v2: 909,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.b2b_kind_self_calculations
iterator_v2: 1416,vertica_writer.ostrota.auth_user,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v11
iterator_v2: 1179,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.attribution_order_hotel_channels_mk_v1
iterator_v2: 1249,vertica_writer.analytics.b2b_booking,vertica_writer.dm_maker_sandbox.b2b_product_tab_v2
iterator_v2: 876,vertica_writer.hotcore.request_source,vertica_writer.dm_maker_sandbox.b2b_api_hotel_page_request_v5
iterator_v2: 1242,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.supplier_feed_status
iterator_v2: 1315,vertica_writer.content.content_snapshot_history,vertica_writer.dm_maker_sandbox.direct_acquisition_prioritization_snapshot_v3
iterator_v2: 1117,vertica_writer.analytics.attribution_order_hotel_channels,vertica_writer.dm_maker_sandbox.attribution_change
iterator_v2: 1563,vertica_writer.crm.auth_user,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 1387,vertica_writer.ostrota.orders_order,vertica_writer.dm_maker_sandbox.order_session_attributes_2022
iterator_v2: 1605,vertica_writer.crm.tpp_tpp,vertica_writer.dm_maker_sandbox.profit_metric_tpp
iterator_v2: 1008,vertica_writer.static.geo_info,vertica_writer.dm_maker_sandbox.sales_structure_v11
